maker,model,year,engineType,engineCylinders,engineSize,bodyType
Acura,ILX,2020,gas,I4,2.4,Sedan
Acura,ILX,2020,gas,I4,2.4,Sedan
Acura,ILX,2020,gas,I4,2.4,Sedan
Acura,ILX,2020,gas,I4,2.4,Sedan
Acura,ILX,2020,gas,I4,2.4,Sedan
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,gas,V6,3.5,SUV
Acura,MDX,2020,hybrid,V6,3,SUV
Acura,MDX,2020,hybrid,V6,3,SUV
Acura,NSX,2020,hybrid,V6,3.5,Coupe
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RDX,2020,gas,I4,2,SUV
Acura,RLX,2020,gas,V6,3.5,Sedan
Acura,RLX,2020,hybrid,V6,3.5,Sedan
Acura,TLX,2020,gas,I4,2.4,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,I4,2.4,Sedan
Acura,TLX,2020,gas,I4,2.4,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,I4,2.4,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Acura,TLX,2020,gas,V6,3.5,Sedan
Alfa Romeo,4C,2020,gas,I4,1.7,Coupe
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,V6,2.9,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Giulia,2020,gas,I4,2,Sedan
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,V6,2.9,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Alfa Romeo,Stelvio,2020,gas,I4,2,SUV
Aston Martin,DB11,2020,gas,V12,5.2,Coupe
Aston Martin,DB11,2020,gas,V8,4,Coupe
Aston Martin,DB11,2020,gas,V8,4,Convertible
Aston Martin,DBS Superleggera,2020,gas,V12,5.2,Coupe
Aston Martin,DBS Superleggera,2020,gas,V12,5.2,Convertible
Aston Martin,Vantage,2020,gas,V8,4,Coupe
Aston Martin,Vantage,2020,gas,V8,4,Coupe
Aston Martin,Vantage,2020,gas,V8,4,Coupe
Audi,A3,2020,gas,I4,2,Sedan
Audi,A3,2020,gas,I4,2,Sedan
Audi,A3,2020,gas,I4,2,Sedan
Audi,A3,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4,2020,gas,I4,2,Sedan
Audi,A4 allroad,2020,gas,I4,2,Wagon
Audi,A4 allroad,2020,gas,I4,2,Wagon
Audi,A4 allroad,2020,gas,I4,2,Wagon
Audi,A5,2020,gas,I4,2,Convertible
Audi,A5,2020,gas,I4,2,Coupe
Audi,A5,2020,gas,I4,2,Hatchback
Audi,A5,2020,gas,I4,2,Hatchback
Audi,A5,2020,gas,I4,2,Convertible
Audi,A5,2020,gas,I4,2,Coupe
Audi,A5,2020,gas,I4,2,Hatchback
Audi,A5,2020,gas,I4,2,Coupe
Audi,A5,2020,gas,I4,2,Convertible
Audi,A6,2020,mild hybrid,I4,2,Sedan
Audi,A6,2020,mild hybrid,V6,3,Sedan
Audi,A6,2020,mild hybrid,I4,2,Sedan
Audi,A6,2020,mild hybrid,V6,3,Sedan
Audi,A6,2020,mild hybrid,V6,3,Sedan
Audi,A6,2020,mild hybrid,I4,2,Sedan
Audi,A6 allroad,2020,mild hybrid,V6,3,Wagon
Audi,A6 allroad,2020,mild hybrid,V6,3,Wagon
Audi,A7,2020,mild hybrid,V6,3,Sedan
Audi,A7,2020,mild hybrid,V6,3,Sedan
Audi,A7,2020,mild hybrid,V6,3,Sedan
Audi,A8,2020,mild hybrid,V8,4,Sedan
Audi,A8,2020,plug-in hybrid,V6,3,Sedan
Audi,A8,2020,mild hybrid,V6,3,Sedan
Audi,e-tron Sportback,2020,electric,,,SUV
Audi,e-tron Sportback,2020,electric,,,SUV
Audi,Q3,2020,gas,I4,2,SUV
Audi,Q3,2020,gas,I4,2,SUV
Audi,Q3,2020,gas,I4,2,SUV
Audi,Q3,2020,gas,I4,2,SUV
Audi,Q3,2020,gas,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q5,2020,plug-in hybrid,I4,2,SUV
Audi,Q5,2020,plug-in hybrid,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q5,2020,plug-in hybrid,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q5,2020,gas,I4,2,SUV
Audi,Q7,2020,gas,I4,2,SUV
Audi,Q7,2020,mild hybrid,V6,3,SUV
Audi,Q7,2020,gas,I4,2,SUV
Audi,Q7,2020,mild hybrid,V6,3,SUV
Audi,Q7,2020,mild hybrid,V6,3,SUV
Audi,Q8,2020,mild hybrid,V6,3,SUV
Audi,Q8,2020,mild hybrid,V6,3,SUV
Audi,Q8,2020,mild hybrid,V6,3,SUV
Audi,R8,2020,gas,V10,5.2,Coupe
Audi,R8,2020,gas,V10,5.2,Coupe
Audi,R8,2020,gas,V10,5.2,Convertible
Audi,R8,2020,gas,V10,5.2,Convertible
Audi,RS 3,2020,gas,I5,2.5,Sedan
Audi,RS Q8,2020,mild hybrid,V8,4,SUV
Audi,S3,2020,gas,I4,2,Sedan
Audi,S3,2020,gas,I4,2,Sedan
Audi,S4,2020,gas,V6,3,Sedan
Audi,S4,2020,gas,V6,3,Sedan
Audi,S4,2020,gas,V6,3,Sedan
Audi,S5,2020,gas,V6,3,Coupe
Audi,S5,2020,gas,V6,3,Hatchback
Audi,S5,2020,gas,V6,3,Convertible
Audi,S5,2020,gas,V6,3,Coupe
Audi,S5,2020,gas,V6,3,Hatchback
Audi,S5,2020,gas,V6,3,Convertible
Audi,S5,2020,gas,V6,3,Coupe
Audi,S5,2020,gas,V6,3,Hatchback
Audi,S5,2020,gas,V6,3,Convertible
Audi,S6,2020,mild hybrid,V6,2.9,Sedan
Audi,S6,2020,mild hybrid,V6,2.9,Sedan
Audi,S7,2020,mild hybrid,V6,2.9,Sedan
Audi,S7,2020,mild hybrid,V6,2.9,Sedan
Audi,S8,2020,mild hybrid,V8,4,Sedan
Audi,SQ5,2020,gas,V6,3,SUV
Audi,SQ5,2020,gas,V6,3,SUV
Audi,SQ5,2020,gas,V6,3,SUV
Audi,SQ7,2020,hybrid,V8,4,SUV
Audi,SQ7,2020,hybrid,V8,4,SUV
Audi,SQ8,2020,hybrid,V8,4,SUV
Audi,SQ8,2020,hybrid,V8,4,SUV
Audi,TT,2020,gas,I4,2,Coupe
Audi,TT,2020,gas,I4,2,Convertible
Audi,TT RS,2020,gas,I5,2.5,Coupe
Audi,TTS,2020,gas,I4,2,Coupe
Bentley,Bentayga,2020,plug-in hybrid,V6,3,SUV
Bentley,Bentayga,2020,gas,W12,6,SUV
Bentley,Bentayga,2020,gas,V8,4,SUV
Bentley,Continental,2020,gas,W12,6,Convertible
Bentley,Continental,2020,gas,W12,6,Coupe
Bentley,Continental,2020,gas,V8,4,Coupe
Bentley,Continental,2020,gas,V8,4,Convertible
Bentley,Flying Spur,2020,gas,W12,6,Sedan
Bentley,Mulsanne,2020,gas,V8,6.8,Sedan
Bentley,Mulsanne,2020,gas,V8,6.8,Sedan
BMW,2 Series,2020,gas,I4,2,Convertible
BMW,2 Series,2020,gas,I4,2,Coupe
BMW,2 Series,2020,gas,I4,2,Coupe
BMW,2 Series,2020,gas,I4,2,Convertible
BMW,2 Series,2020,gas,I6,3,Coupe
BMW,2 Series,2020,gas,I6,3,Coupe
BMW,2 Series,2020,gas,I6,3,Coupe
BMW,2 Series,2020,gas,I6,3,Convertible
BMW,2 Series,2020,gas,I6,3,Coupe
BMW,2 Series,2020,gas,I6,3,Convertible
BMW,2 Series Gran Coupe,2020,gas,I4,2,Sedan
BMW,2 Series Gran Coupe,2020,gas,I4,2,Sedan
BMW,3 Series,2020,gas,I4,2,Sedan
BMW,3 Series,2020,gas,I4,2,Sedan
BMW,3 Series,2020,gas,I6,3,Sedan
BMW,3 Series,2020,gas,I6,3,Sedan
BMW,4 Series,2020,gas,I4,2,Convertible
BMW,4 Series,2020,gas,I4,2,Coupe
BMW,4 Series,2020,gas,I4,2,Convertible
BMW,4 Series,2020,gas,I4,2,Coupe
BMW,4 Series,2020,gas,I6,3,Coupe
BMW,4 Series,2020,gas,I6,3,Convertible
BMW,4 Series,2020,gas,I6,3,Coupe
BMW,4 Series,2020,gas,I6,3,Convertible
BMW,4 Series,2020,gas,I6,3,Coupe
BMW,4 Series,2020,gas,I6,3,Convertible
BMW,4 Series,2020,gas,I6,3,Coupe
BMW,4 Series Gran Coupe,2020,gas,I4,2,Sedan
BMW,4 Series Gran Coupe,2020,gas,I4,2,Sedan
BMW,4 Series Gran Coupe,2020,gas,I6,3,Sedan
BMW,4 Series Gran Coupe,2020,gas,I6,3,Sedan
BMW,5 Series,2020,plug-in hybrid,I4,2,Sedan
BMW,5 Series,2020,plug-in hybrid,I4,2,Sedan
BMW,5 Series,2020,gas,I4,2,Sedan
BMW,5 Series,2020,gas,I4,2,Sedan
BMW,5 Series,2020,gas,I6,3,Sedan
BMW,5 Series,2020,gas,I6,3,Sedan
BMW,5 Series,2020,gas,V8,4.4,Sedan
BMW,5 Series,2020,gas,V8,4.4,Sedan
BMW,5 Series,2020,gas,V8,4.4,Sedan
BMW,7 Series,2020,gas,I6,3,Sedan
BMW,7 Series,2020,gas,I6,3,Sedan
BMW,7 Series,2020,plug-in hybrid,I6,3,Sedan
BMW,7 Series,2020,gas,V8,4.4,Sedan
BMW,7 Series,2020,gas,V12,6.6,Sedan
BMW,8 Series,2020,gas,I6,3,Coupe
BMW,8 Series,2020,gas,I6,3,Convertible
BMW,8 Series,2020,gas,I6,3,Coupe
BMW,8 Series,2020,gas,I6,3,Convertible
BMW,8 Series,2020,gas,V8,4.4,Convertible
BMW,8 Series,2020,gas,V8,4.4,Coupe
BMW,8 Series,2020,gas,V8,4.4,Convertible
BMW,8 Series,2020,gas,V8,4.4,Coupe
BMW,8 Series,2020,gas,V8,4.4,Convertible
BMW,8 Series,2020,gas,V8,4.4,Coupe
BMW,8 Series Gran Coupe,2020,gas,I6,3,Sedan
BMW,8 Series Gran Coupe,2020,gas,I6,3,Sedan
BMW,8 Series Gran Coupe,2020,gas,V8,4.4,Sedan
BMW,8 Series Gran Coupe,2020,gas,V8,4.4,Sedan
BMW,8 Series Gran Coupe,2020,gas,V8,4.4,Sedan
BMW,ALPINA B7,2020,gas,V8,4.4,Sedan
BMW,i3,2020,plug-in hybrid,I2,0.6,Hatchback
BMW,i3,2020,electric,,,Hatchback
BMW,i3,2020,electric,,,Hatchback
BMW,i3,2020,plug-in hybrid,I2,0.6,Hatchback
BMW,i8,2020,plug-in hybrid,I3,1.5,Coupe
BMW,i8,2020,plug-in hybrid,I3,1.5,Convertible
BMW,X1,2020,gas,I4,2,SUV
BMW,X1,2020,gas,I4,2,SUV
BMW,X2,2020,gas,I4,2,SUV
BMW,X2,2020,gas,I4,2,SUV
BMW,X2,2020,gas,I4,2,SUV
BMW,X3,2020,gas,I6,3,SUV
BMW,X3,2020,gas,I6,3,SUV
BMW,X3,2020,gas,I6,3,SUV
BMW,X3,2020,gas,I4,2,SUV
BMW,X3,2020,plug-in hybrid,I4,2,SUV
BMW,X3,2020,gas,I4,2,SUV
BMW,X4,2020,gas,I6,3,SUV
BMW,X4,2020,gas,I6,3,SUV
BMW,X4,2020,gas,I6,3,SUV
BMW,X4,2020,gas,I4,2,SUV
BMW,X5,2020,gas,V8,4.4,SUV
BMW,X5,2020,gas,V8,4.4,SUV
BMW,X5,2020,gas,V8,4.4,SUV
BMW,X5,2020,gas,I6,3,SUV
BMW,X5,2020,gas,I6,3,SUV
BMW,X5,2020,gas,V8,4.4,SUV
BMW,X6,2020,gas,V8,4.4,SUV
BMW,X6,2020,gas,V8,4.4,SUV
BMW,X6,2020,gas,V8,4.4,SUV
BMW,X6,2020,gas,I6,3,SUV
BMW,X6,2020,gas,I6,3,SUV
BMW,X7,2020,gas,V8,4.4,SUV
BMW,X7,2020,gas,I6,3,SUV
BMW,X7,2020,gas,V8,4.4,SUV
BMW,Z4,2020,gas,I6,3,Convertible
BMW,Z4,2020,gas,I4,2,Convertible
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Enclave,2020,gas,V6,3.6,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore,2020,gas,I4,1.4,SUV
Buick,Encore GX,2020,gas,I3,1.3,SUV
Buick,Encore GX,2020,gas,I3,1.2,SUV
Buick,Encore GX,2020,gas,I3,1.3,SUV
Buick,Encore GX,2020,gas,I3,1.2,SUV
Buick,Encore GX,2020,gas,I3,1.3,SUV
Buick,Encore GX,2020,gas,I3,1.2,SUV
Buick,Envision,2020,gas,I4,2.5,SUV
Buick,Envision,2020,gas,I4,2.5,SUV
Buick,Envision,2020,gas,I4,2.5,SUV
Buick,Envision,2020,gas,I4,2.5,SUV
Buick,Envision,2020,gas,I4,2.5,SUV
Buick,Envision,2020,gas,I4,2,SUV
Buick,Envision,2020,gas,I4,2,SUV
Buick,Regal Sportback,2020,gas,I4,2,Hatchback
Buick,Regal Sportback,2020,gas,I4,2,Hatchback
Buick,Regal Sportback,2020,gas,I4,2,Hatchback
Buick,Regal Sportback,2020,gas,I4,2,Hatchback
Buick,Regal Sportback,2020,gas,V6,3.6,Hatchback
Buick,Regal Sportback,2020,gas,I4,2,Hatchback
Buick,Regal TourX,2020,gas,I4,2,Wagon
Buick,Regal TourX,2020,gas,I4,2,Wagon
Buick,Regal TourX,2020,gas,I4,2,Wagon
Cadillac,CT4,2020,gas,I4,2,Sedan
Cadillac,CT4,2020,gas,I4,2,Sedan
Cadillac,CT4,2020,gas,I4,2,Sedan
Cadillac,CT4,2020,gas,I4,2.7,Sedan
Cadillac,CT5,2020,gas,I4,2,Sedan
Cadillac,CT5,2020,gas,I4,2,Sedan
Cadillac,CT5,2020,gas,I4,2,Sedan
Cadillac,CT5,2020,gas,V6,3,Sedan
Cadillac,CT6,2020,gas,V6,3.6,Sedan
Cadillac,CT6,2020,gas,V8,4.2,Sedan
Cadillac,CT6,2020,gas,V6,3.6,Sedan
Cadillac,CT6-V,2020,gas,V8,4.2,Sedan
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,Escalade ESV,2020,gas,V8,6.2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT4,2020,gas,I4,2,SUV
Cadillac,XT5,2020,gas,I4,2,SUV
Cadillac,XT5,2020,gas,I4,2,SUV
Cadillac,XT5,2020,gas,I4,2,SUV
Cadillac,XT5,2020,gas,I4,2,SUV
Cadillac,XT5,2020,gas,V6,3.6,SUV
Cadillac,XT6,2020,gas,V6,3.6,SUV
Cadillac,XT6,2020,gas,V6,3.6,SUV
Cadillac,XT6,2020,gas,V6,3.6,SUV
Chevrolet,Blazer,2020,flex-fuel (FFV),I4,2.5,SUV
Chevrolet,Blazer,2020,gas,I4,2,SUV
Chevrolet,Blazer,2020,gas,I4,2,SUV
Chevrolet,Blazer,2020,gas,I4,2,SUV
Chevrolet,Blazer,2020,gas,I4,2,SUV
Chevrolet,Blazer,2020,flex-fuel (FFV),I4,2.5,SUV
Chevrolet,Blazer,2020,gas,V6,3.6,SUV
Chevrolet,Blazer,2020,gas,V6,3.6,SUV
Chevrolet,Blazer,2020,gas,V6,3.6,SUV
Chevrolet,Blazer,2020,gas,V6,3.6,SUV
Chevrolet,Bolt EV,2020,electric,,,Hatchback
Chevrolet,Bolt EV,2020,electric,,,Hatchback
Chevrolet,Camaro,2020,gas,I4,2,Coupe
Chevrolet,Camaro,2020,gas,I4,2,Coupe
Chevrolet,Camaro,2020,gas,I4,2,Convertible
Chevrolet,Camaro,2020,gas,V8,6.2,Convertible
Chevrolet,Camaro,2020,gas,V8,6.2,Coupe
Chevrolet,Camaro,2020,gas,I4,2,Coupe
Chevrolet,Camaro,2020,gas,I4,2,Convertible
Chevrolet,Camaro,2020,gas,V8,6.2,Coupe
Chevrolet,Camaro,2020,gas,V8,6.2,Convertible
Chevrolet,Camaro,2020,gas,I4,2,Coupe
Chevrolet,Camaro,2020,gas,I4,2,Convertible
Chevrolet,Camaro,2020,gas,V8,6.2,Coupe
Chevrolet,Camaro,2020,gas,V8,6.2,Convertible
Chevrolet,Camaro,2020,gas,V8,6.2,Coupe
Chevrolet,Camaro,2020,gas,V8,6.2,Convertible
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,I4,2.5,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Extended Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Crew Cab)
Chevrolet,Colorado,2020,gas,V6,3.6,Truck (Extended Cab)
Chevrolet,Corvette,2020,gas,V8,6.2,Convertible
Chevrolet,Corvette,2020,gas,V8,6.2,Convertible
Chevrolet,Corvette,2020,gas,V8,6.2,Convertible
Chevrolet,Corvette,2020,gas,V8,6.2,Coupe
Chevrolet,Corvette,2020,gas,V8,6.2,Coupe
Chevrolet,Corvette,2020,gas,V8,6.2,Coupe
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,2,SUV
Chevrolet,Equinox,2020,gas,I4,2,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,2,SUV
Chevrolet,Equinox,2020,gas,I4,1.5,SUV
Chevrolet,Equinox,2020,gas,I4,2,SUV
Chevrolet,Express,2020,gas,V6,4.3,Van
Chevrolet,Express,2020,gas,V6,4.3,Van
Chevrolet,Express,2020,gas,V6,4.3,Ext Van
Chevrolet,Express,2020,gas,V6,4.3,Van
Chevrolet,Express,2020,gas,V6,4.3,Van
Chevrolet,Express,2020,gas,V6,4.3,Ext Van
Chevrolet,Express Cargo,2020,gas,V6,4.3,Van
Chevrolet,Express Cargo,2020,gas,V6,4.3,Ext Van
Chevrolet,Express Cargo,2020,gas,V6,4.3,Ext Van
Chevrolet,Express Cargo,2020,gas,V6,4.3,Van
Chevrolet,Impala,2020,flex-fuel (FFV),V6,3.6,Sedan
Chevrolet,Impala,2020,flex-fuel (FFV),V6,3.6,Sedan
Chevrolet,Malibu,2020,gas,I4,1.5,Sedan
Chevrolet,Malibu,2020,gas,I4,1.5,Sedan
Chevrolet,Malibu,2020,gas,I4,1.5,Sedan
Chevrolet,Malibu,2020,gas,I4,1.5,Sedan
Chevrolet,Malibu,2020,gas,I4,2,Sedan
Chevrolet,Malibu,2020,gas,I4,1.5,Sedan
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,V8,5.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,gas,I4,2.7,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Regular Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Regular Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Double Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 1500,2020,flex-fuel (FFV),V6,4.3,Truck (Crew Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Double Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Double Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Double Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Double Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Crew Cab)
Chevrolet,Silverado 2500HD,2020,gas,V8,6.6,Truck (Crew Cab)
